Velocity[i] (m/s),Velocity[j] (m/s),Velocity[k] (m/s),X (m),Y (m),Z (m)
-0.0061316854659673,0.0454435653601571,-0.0057263579219579,0.2739157417377511,0.00253885601037,-0.043547872358034
-0.0082460808835174,0.0065095214723355,0.0024596001021564,0.2293155504658535,0.0031214356118969,0.0931783326294913
-0.0174220114093293,0.0651828497120816,-0.0028626406565308,0.2205173442011785,-0.001176479167989,-0.0805651447713037
-0.015942446371843,0.0190552869548224,2.2336248548526783e-06,0.2010500290431146,-0.0007989679985173,0.0954639038444716
-0.0073584602556211,0.0726569331173721,0.0107361441478133,0.1150291712365109,-0.0007931920217165,-0.0356293309429672
-0.0088825074601528,0.0944072387111365,-0.0030342019163072,0.2591981211049731,0.0041594647707229,-0.0355398333788252
-0.006312782266019,0.0954316783982398,0.0058054192923009,0.1140352404675716,-0.0006096331055884,-0.0179612843746254
-0.003876525100173,0.043269779647906,-0.0035716509446501,0.281785868006486,0.0030606809345485,-0.0255768321905446
-0.0001945391395287,0.0145072621270725,-3.26181689160876e-05,0.1019981429596161,-0.002480839812898,3.1501851576439324e-05
-0.0084912715614977,0.0742174604103859,-0.004565090406686,0.2638626719742187,0.0042084366698961,-0.0424458279088046
-0.0128316772695517,0.1541884963299931,0.0002884165151044,0.210895737520795,-0.0028617054872534,-0.0293795777149827
-0.0134662225762433,0.1189549795539231,-0.0073259654454886,0.1388374664975038,-0.0013900148585441,0.0420485980089356
-0.0061898298500071,0.1006058864877285,1.858515861385968e-05,0.111563083184607,0.0046330197164758,-0.0004029772723602
-0.0101971276096332,0.0715209135454377,-0.0134542528539896,0.1189820639505263,0.0031067268911302,0.0438654847894472
-0.0030815141962393,0.0305455108564438,0.0044710487127304,0.2834580173227641,-0.0009000405440612,0.0330703113019236
-0.0143937059964162,0.1508600133264313,0.0022797335404902,0.1734982572967074,-0.0017993239222303,-0.0391209260720509
-0.0193560188236245,0.0302063384893968,5.451641482068226e-05,0.2010493453983597,-0.0007932324241621,0.0931093255249371
-0.0153982604694039,0.1362717120680067,-0.0052740713581442,0.1488869191166177,0.0036359249410556,0.0389589777739592
-0.014965539193035,0.1631199682876881,-0.0006819075788371,0.1883354335072032,0.0025769593996925,0.0123419225334105
-0.0085473929328229,0.0981429328116157,0.002258158987388,0.2594033890945589,0.0040940610793637,0.0303262729997604
0.0,0.0,0.0,0.1130843518041552,0.003168229679811,-0.0470193611000579
-0.011062886499077,0.1316008770632996,-0.0003404874587431,0.1274446955989094,0.003424259252424,0.0009993541476219
-0.0102348171320416,0.0722805430602699,0.0131494887173175,0.1189821862032986,0.0031067871364876,-0.0438653923859894
0.0,0.0,0.0,0.1304671257851118,0.0048908428757139,0.0705842134884838
-0.0166991526476486,0.1117929057147542,0.0005634845001623,0.204588786802918,0.0034989668339388,-0.0668161996580917
-0.0186898957563893,0.1136066922240423,-0.0050114700570702,0.1748042271679891,0.003746775480195,0.0653424041536531
-0.0005192469592315,0.0003753570326466,-0.0009890145156532,0.2883659894609217,0.0031267595609866,-0.0466705289820708
-0.0111323677144277,0.0713011786474662,0.0047429362311959,0.2525635189012249,0.0046762056815911,0.0569887471459259
-0.0153428834636995,0.1640920548305953,9.3349015514832e-05,0.1860249015970658,0.0038737018750506,-0.0057202417168236
7.748065440159293e-05,0.0045877745101055,-0.0001160748215625,0.2965084756149523,0.0047690843821776,-3.5204358556274566e-05
-0.015538747552832,0.1630936362854287,-0.0006796090165153,0.1704616408140749,0.0037329549015546,0.009346878811628
-0.0065513798874846,0.0050784680785853,-0.0034395600669085,0.2469509906931167,0.0031214748997991,-0.0858736272836426
0.0,0.0,0.0,0.2010513573738129,-0.0006328888918946,-0.0998074888621181
-0.0144984696495601,0.145643353604383,-0.0028681836556643,0.1724099100393314,-0.0027367611881521,0.0432616794268496
-0.0134688764362451,0.1338826697626069,-0.0006134352297522,0.2226597888824809,0.0045480648348596,-0.0457815681466893
-0.0179000941357626,0.1220628831429999,-0.0055899447761476,0.1678168046408565,0.0045991033647376,0.0593448918716544
-0.0153637655633742,0.0791597623598344,0.0136879663914442,0.130873847738172,0.0028360897130706,-0.0571275029243444
-0.0110317994157884,0.1340064996449308,-0.0008941836422309,0.2409432585899651,0.0041057830050905,-0.0248286045019166
-0.0170550386214436,0.120140460742911,0.0021000879351049,0.1933590385464532,0.0043496353326038,-0.0640586235164293
-0.0020796638927793,0.026266213289648,-0.0035696609411388,0.2872571306825265,-0.0043826973648535,-0.0259863745116535
-0.0113330015211257,0.1298150435875657,0.0008062144625,0.2319923379710446,-0.0031654727275206,0.0408422320401304
0.0,0.0,0.0,0.1180530963447911,0.0048908354149258,-0.0554576794427369
-0.0136466389375577,0.1604712567749401,-0.0009703905088827,0.1921663325989332,-0.0034829801017679,0.0226272557136863
-0.0013886652483245,0.0253984834367712,-0.0014924588613212,0.2901423878097739,0.0035172179930833,-0.0093716166351542
-0.0036172556844475,0.0094938003025769,-0.0035020112991333,0.1310039360470996,-0.0008076903716496,0.0700472129536511
-0.0010052372207699,0.0053872664140428,0.0027559937443584,0.2923534308718989,0.0031149327926902,0.0276942694919321
-0.0159909838730535,0.146743553168411,-0.0030323115643113,0.1723739107830399,0.0046786402022099,0.043005190935513
-0.0105223670393828,0.1347590799884449,0.0004578515945468,0.2401397510330613,-0.0020077469872294,0.0247085601210367
-0.0088533453813103,0.0997204776989492,-0.0028415811248123,0.2553698540565894,-0.0022874413035993,-0.0388432811916581
-0.00168351586906,0.0284392109598037,-0.0024790749885141,0.2885086739422337,-0.0007494526868429,-0.0173216302017678
-0.0150082467822579,0.160357355171032,0.0006508566439151,0.1944369110876246,0.0049037818335661,-0.0233446602618462
-0.0162118346981621,0.1322796234518544,0.0054957806132733,0.1561385852348833,0.0046576348692878,-0.047919632305262
0.0,0.0,0.0,0.2480706212387192,0.0031683080772042,0.0879670201593981
-0.0199171047256523,0.0837882947809024,0.0054063620045781,0.176715633399992,-0.0005538827557947,-0.0781407451761969
-0.0020344930137515,0.0269230954133377,0.0034105305094271,0.287211980457015,-0.0047796263174349,0.0259276805470028
-0.0086585604103461,0.0895200362823387,0.0100196357816457,0.1182353387960159,-0.0003867797139273,-0.0345674024281952
-0.012090016309626,0.1449907047798295,1.594318018760532e-05,0.2310016498880859,0.0033404193193677,0.0204686649026725
-0.0137548918115518,0.0432107062957932,-0.0124497758224606,0.1335477224074379,-0.0007989310871988,0.0675025544057736
0.0,0.0,0.0,0.300302797739535,0.0026553699864912,0.0099156372519611
-0.0100063434525463,0.0749403927392351,0.0043078288435935,0.2533706376585024,-0.0025419972995689,0.0553517869055746
-0.0019132682570738,0.001109206380404,0.0012500083539634,0.2560867997756619,-0.0008076650787922,0.0823671729029419
-0.0127181490701376,0.1431538207220266,0.0029390468262135,0.1439416380719352,-0.0019867012721726,-0.0239318888178783
0.0,0.0,0.0,0.2643287272546059,0.0031683174907645,-0.0771037058022839
-0.014369014405846,0.1516158610199069,-0.0013643981656059,0.1452157071962811,0.0039692824171525,0.010056729753842
0.0,0.0,0.0,0.1720969885564097,0.0031682638371685,-0.09544975652556
0.0,0.0,0.0,0.2840495018334,0.0048909242656892,0.0554577677303833
-0.0213345199743373,0.0474999184095421,0.0105875814333558,0.1571803302178194,0.0031066128072737,-0.0820668248507254
0.0,0.0,0.0,0.2716354888134547,0.0048909260664055,0.0705842636431825
-0.0213132249217831,0.0330385266196975,-0.0019031622214242,0.1919276362852902,0.0031066675354241,0.092608937306906
-0.0195232493166789,0.0682346431869488,-0.013667520135641,0.1431902296559953,0.0035800632329609,0.0702694867528341
-0.0028310819827909,0.0776977381470055,-0.000210214726394,0.1079506589869968,-0.002433946483791,2.873102202844476e-05
-0.01253820613724,0.1241794699766632,-0.006163724232465,0.134817731142743,5.489075400488819e-06,0.032556059235895
-0.015403787341175,0.0502839812585074,0.0055425879545509,0.23810147842377,0.0034311954179223,0.0771679865915949
-0.0112017593571442,0.025272421391199,-0.0087165916338562,0.1392796364289013,0.0031214329388948,0.0752681149275058
-0.0147136999956636,0.0971659645995015,-0.002561307279393,0.2287441184368741,0.0041790575701661,-0.0644834170976596
0.0,0.0,0.0,0.1012482256597981,0.0046209309886772,5.371991928082532e-05
-0.0083270482245159,0.104419118044085,-0.0063585727475583,0.1169556313523827,0.003856236945973,0.0204352677216907
-0.0117335603289746,0.0115956179074342,-0.0011056285584345,0.1915064059743064,0.0031214209347147,0.0969017991037535
-0.0057006929490569,0.0735761121337781,0.0020790970884263,0.2730168577853237,0.0040587737795478,0.0191410093321038
-0.0103516149069469,0.1341501547948005,0.0001056396504282,0.24578178986466,0.0034150425277591,0.0087260795527839
-0.0158792111881954,0.1004801907677867,-0.0016570284496992,0.2205409188694398,0.0048659772572463,-0.0668912077892203
-0.0129690422804343,0.0133549757714292,-0.0038297541905194,0.2287462222296497,0.0031148702294048,-0.0913019884669035
-0.0161546136350665,0.0607963531113581,0.0032289279624819,0.224210107397299,-0.0036912911986459,0.0807357047843436
-0.0160803901248621,0.0587571564644705,-0.0138585632666945,0.135212423732341,-0.0007931766920296,0.0658372806852086
-0.0104973979028563,0.135563821827618,-0.0004891583812423,0.2444164813087451,0.0039777229290422,-0.0110493202303013
0.0,0.0,0.0,0.2716258953672739,-0.0006328479850429,-0.0705745442150484
-0.022728832425057,0.0494889172483636,-0.0023773380089551,0.1917157966107262,0.0033807224161599,0.0895963679720053
-0.0155968122677301,0.112387356168717,0.0091644013300538,0.1414484743983439,0.0039367463288538,-0.0499123563994398
-0.0183751152193395,0.1112903965074743,0.0049181627109646,0.1752747014748438,0.0032609317311188,-0.0668445546789029
-0.0187009219621543,0.0264214200680725,0.0054845656268298,0.1733528072447625,0.0031149297891757,-0.0913007319148269
-0.0183383250835302,0.0423912222707393,0.0030864218715578,0.2183611965698702,-0.0002988979014621,0.0877521364477955
-0.0088489639248237,0.0912785024053982,-0.0100816609337925,0.1188040241379314,-0.0002049732752914,0.0339622065803774
-0.0147764386262533,0.0945525724113122,0.0024594687856733,0.2292967158648337,0.0041805997268462,0.0644484175207209
-0.0009110696239013,0.0128960221535564,-0.0022412531543523,0.2923728494436743,-0.0009884735967932,-0.0181817611271604
0.0,0.0,0.0,0.2565089391921488,0.0048909160604037,0.0829982837596245
-0.0091859194084303,0.0171408691983524,-0.0072331968694925,0.2600863767000246,0.0031067538054218,-0.0719340461358781
-0.0152170716067675,0.1621910666400636,0.0006754556088708,0.1863450026543608,0.0041627804614637,-0.019987437054315
-0.0019653701259299,0.0011901791082691,-0.0012832256034016,0.2560871127378231,-0.0008076693458115,-0.0823669580782672
-0.0084181583186726,0.0066082249637389,-0.0025155807379633,0.2293159404644536,0.0031214335656531,-0.0931782171497838
-0.0150552076429184,0.0338920444144775,0.0055513503029942,0.2356892442533845,-3.76187918444959e-05,0.0834303446265387
-0.003445106246986,0.0522806175661837,-0.0015099828597158,0.2823030485105189,0.0023469141697193,-0.0106397623248482
-0.0154668892074197,0.1454559611182719,0.0021479749120771,0.1827905164125112,0.002799608733613,-0.0467241149215384
-0.0130339863460648,0.1427061264193597,-0.0014109450858086,0.1361856896746365,0.0040273735703343,0.0080227866139118
-0.0161555660747513,0.0229447473589333,-0.0047486689873039,0.2280626648686468,0.003106667035177,-0.0890508584901343
-0.0088514245364313,0.0308078860846655,-0.009805099107325,0.1257826556096746,0.0031214096509379,0.0617710037928695
-0.0070549687423096,0.0059244198425938,0.0028376136906445,0.238333862624437,-0.0008036968071659,0.0900105913685008
-0.0102260901308783,0.1246657043664582,0.0012407951289787,0.1232294346127365,0.0044804550865171,-0.0058401590481044
-0.0037341068525455,0.0360304867954883,-0.0074151516892015,0.1110410844477174,-0.0008037243249773,0.037282941034465
-0.0128253568004951,0.1436555705317945,3.3558935683686286e-06,0.1361183212822922,0.0036782392533304,-0.0002965201355958
-0.0125793429567956,0.1463532024487386,-0.0024947172496467,0.1460879468209741,-0.0033417568553148,0.0210577399685191
-0.0150304199913831,0.1587359450998471,-0.0013744862517341,0.18691280011559,0.0031610785032829,0.0281786851735554
-0.0154986807927104,0.1600648471946287,0.001202993444167,0.1678246168377891,0.0041744211696339,-0.0208023296769234
-0.0226308219905167,0.0676069441507519,-0.0035151143092662,0.1876281409939237,0.0048600802051919,0.0846011085481562
-0.0137042663540068,0.1437350352250755,-0.0028289568144828,0.1406600057726333,0.003745885925808,0.0186813264999626
-0.004505182961094,0.0057764488621727,0.0018470851937308,0.1631415907630653,-0.0008077127613047,-0.0915210603952932
-0.0180892487537536,0.0333239317050006,0.0091393310576677,0.1560727272780862,0.0031148252227606,-0.0841424932917074
-0.0141083262664439,0.1609060631995944,-0.0003605404053814,0.20677292296498,0.0023518530777626,0.0080207491907772
-0.0084567550766487,0.1221902172822334,0.0010964229004457,0.1244532313396744,-0.0047054657638667,-0.0060343629254371
-0.0118405724233551,0.137882934650499,0.002474799985066,0.1354119321199735,-0.0007448447584736,-0.0156109306961217
-0.0013861487131706,0.0122275685476918,-0.003446149174124,0.2901018605864163,0.003106815968299,-0.0270117274916171
-0.0209635704790608,0.0431394625580638,0.0080877868458628,0.1654163498815669,-0.0007932441662596,-0.0860202650573404
-0.014700085225861,0.1471210616863352,-0.0031941134948283,0.1477556887106131,0.0041717158194185,0.0254925814194471
-0.0107108099779342,0.123392147204788,-0.0014985135057941,0.244058153123222,0.0038274505685937,-0.0333832242609603
0.0,0.0,0.0,0.264328667117005,0.0031683175162789,0.0771037552617459
-0.0090603679601818,0.1180790685135795,-0.0010693123331293,0.2552867698759398,0.0037775290026688,-0.0151346844886234
-0.0144161369331094,0.1554983406523674,-0.0017170350765809,0.1825613329504442,-0.0010322043674002,0.0339208502005826
-0.0103049305830919,0.0089200407835817,-0.0010337890125811,0.2105954046867738,0.0031214144602685,-0.096901915450012
-0.0085064802360475,0.0556206420787955,0.0121609168127179,0.1169073195179527,0.0031149406693561,-0.0449749373114148
-0.0030569928066887,0.0018416564164811,-0.0009415942477062,0.2297907643718987,0.0031267250348448,-0.0947419272327646
-0.0145630997710502,0.1434175649844614,0.0037529745604842,0.1494564565020511,0.0030359097025946,-0.0319485477667261
-0.019398080161341,0.068247474632179,-0.0017074121860787,0.2133030762729477,0.0037179514781407,-0.0815751113336778
-0.0133468001306709,0.1586013853427489,0.0005411216989159,0.1571001527502265,-0.0040483243378627,-0.0083423338825167
-0.0113496767860879,0.0898975509158979,-0.0119705405086278,0.1221614463036242,0.0035051948611256,0.0416346657363874
-0.0082797096267727,0.1128686243375358,-0.0001373436971334,0.2593647012582118,0.0036560369486554,-0.0003437255766652
-0.0045306394076563,0.005820830576378,-0.0018626279197633,0.163142083332126,-0.0008077019768465,0.0915212720474048
-0.0115656668591648,0.0653346913745864,-0.0138501692563295,0.1236337233563433,-0.0007932450740705,0.0517282314001959
-0.0134762482611293,0.1368123317562602,0.003982868976891,0.137456736058635,0.0042266907109689,-0.02476768993268
-0.0016510763316886,0.0008657892396717,-0.001361126312986,0.2638594484737944,0.0031267575140513,-0.0765318552472784
-0.0176028600005557,0.0295915727682446,0.0069880536757409,0.1645165523753029,-0.0007989815329921,-0.0881961509963599
-0.0235691897682148,0.0541051867011356,-0.0066757635213434,0.1747598614834101,0.0037937129442194,0.0866712542628459
-0.0082254874931402,0.1070673256628008,-0.0020319649484008,0.2582973625359225,-0.0019999513657352,-0.0257321995539154
0.0,0.0,0.0,0.108841329559928,-0.0006329454696725,0.0381948886792349
-0.0022280289376727,0.0135325263279227,-0.0043059298768639,0.287073308501902,-0.0007931195272778,-0.0356310157268524
-0.0029531503545794,0.0407827535625894,-0.0065384549088776,0.107873384065258,0.0031214480077022,0.0282640952653761
-0.0161418353229097,0.1387511174429523,-0.0043524927459657,0.163814158060939,0.0037762004229767,0.0466678864144387
-0.0139518757468603,0.0830639889209328,-0.0036624460481107,0.2340781942754896,-0.0012630340241796,-0.0680535937244372
0.0,0.0,0.0,0.1540319846048295,0.0031682534336101,0.0879669882908902
-0.0106960271500191,0.1203221285119468,-0.0047847400419414,0.1243819587259472,0.0047553533645989,0.0187159093542081
-0.017480282079124,0.0718967251901966,0.0016703979345038,0.2151275211697012,-0.0017997296725977,0.0797175776547795
-0.0070277306641005,0.0929485144755064,-0.0019269579788669,0.2666032724714962,0.00300871767702,-0.0192086295020633
-0.0150988107683712,0.1526623133841853,-0.0016775634139776,0.1898052909709748,0.0033793488698918,0.0379509060147199
-0.0215333066403335,0.0477705887357308,-0.0106180412694811,0.1571855587163401,0.003106733101483,0.0820695490030288
-0.0113450203076359,0.1235642527614044,0.0012404115404933,0.2407628744946859,0.0044417870212804,0.0357223799127419
-0.0153283116964715,0.1635521678773644,-0.0006475795526057,0.1803336139976829,0.0036323943601368,0.0108048054434646
-0.015338317043349,0.1512580390491973,0.0026619550772011,0.1639146834758469,0.0035959062067159,-0.0344342622681479
-0.0068432304442479,0.0816259755123205,0.0031782344449311,0.2655159671545597,-0.0040065972108828,0.0346304180962094
0.0,0.0,0.0,0.118053095758347,0.0048908370113129,0.0554576805844595
-0.0083055154337425,0.0339387710734853,0.0066717341542243,0.2637546497193193,-0.0010950363900796,0.0626702150394059
-0.0119559628906422,0.1284479617331687,-0.0012191523564979,0.234577964962113,0.0036034666251349,-0.0402990375579377
-0.0069134426457992,0.0154452840261435,0.0063876751810312,0.2668891425958348,-0.0007933193392444,0.0658384773957949
-0.0145966585680702,0.0986741367562856,-0.0019178146030753,0.2225718487402628,-0.0016699694780066,-0.0671127482680153
-0.0141018854545522,0.1571387274371096,0.0005065494333393,0.2043152482865119,0.0031902356884393,-0.0272806572889923
-0.0136827681501528,0.1541747983058385,0.001725384616293,0.1552631320510524,-0.0023453497488094,-0.0202448308951461
-0.0009467023546105,0.00045093138874,0.0011616942938417,0.277583236024851,0.0031267728262653,0.0628080411271421
-0.012400152047266,0.1476494611748466,-0.0003889141662511,0.1411610078047162,-0.0012910783210423,0.0024182379710723
-0.0158478620742164,0.07946670333738,-0.0141117647290229,0.1315491502202244,0.0037770962484772,0.0574186193501959
-0.003288986591142,0.0023053621440309,-0.0006258714711293,0.2203772869008598,-0.0008076832458352,-0.0971584428349657
-0.0168877298488452,0.0732954117525551,-0.0116637758910655,0.1444282805533586,-0.0047343805956779,0.0690731711610206
-0.0207306535830083,0.0439733519744164,-0.0018087706994265,0.2101990427231115,0.0033768618555781,-0.0892954406400253
-0.0163042225400788,0.1091615867832203,0.0065057417377829,0.162124497102986,-0.0038474272409408,-0.063254131191968
-0.0098947198301936,0.1069922690311361,-0.007764580193907,0.1207479192759131,0.0037638862668861,0.0265380106532195
-0.0214449432632243,0.0329687211394497,0.0019192619947716,0.1919306634802913,0.0031067428178902,-0.0926091435173291
-0.0064222179477734,0.0783181423536142,-0.0094326930120587,0.1120011778272602,0.0031067289799658,0.0270097887994611
-0.0023103883510263,0.0012163081582205,0.0012360161636024,0.2477214438268168,0.0031267365709853,0.087314878583519
-0.0142445341325436,0.1594482506829496,0.0003263994003646,0.2061419015530848,0.0036477504845382,-0.0189984233126069
0.0,0.0,0.0,0.1540320144734003,0.0031682533458132,-0.0879670039350402
-0.0126077814747388,0.1078180295719842,-0.0020831951405853,0.2310998458786053,-0.0026207557232632,-0.0582688517293479
-0.0014078647404847,0.012026242238007,0.0034910254180431,0.2901023379916714,0.0031067472665337,0.0270104272257199
-0.0210967839400396,0.0366596754117309,-0.0039738388732075,0.1828853724117105,-0.0007931872055467,0.0913200486436215
0.0,0.0,0.0,0.1815798331690483,-0.0006329001409112,0.0978897108229577
-0.015054925468026,0.1550023936498286,0.0016849968815222,0.152957126673658,0.0047165707737876,-0.017729340718552
-0.0043868735630691,0.0042766053865522,0.0009037242853082,0.1817252144167873,-0.000807721979691,-0.0971583867364814
-0.0016156460767508,0.0064941642677297,-0.0034223035909235,0.2892485958877039,-0.000798875907574,-0.0365322038023341
-0.0155912388215026,0.1280127766158644,0.00117119459901,0.1999970091852428,0.0024182005122502,-0.0587404164153195
-0.0201482690678695,0.0377239828005937,0.0017912170151248,0.2098243206380607,0.0035734629351847,0.0905887799010477
-0.0140550261372142,0.0501242188992574,-0.0065249763429164,0.2450939427701554,0.0044267318506723,-0.0730374531101145
-0.0225906922419133,0.0513435152136769,0.0021192410495132,0.1920070608025184,0.0028492738066058,-0.0890662052024555
-0.0140451369148801,0.1578517657596348,0.0014789345441386,0.1684011417387295,-0.0032156708573927,-0.0255502547100674
0.0,0.0,0.0,0.2480706861377939,0.0031683080367592,-0.087966985322324
-0.0085601358858962,0.1037586827787665,-0.0021126451902091,0.2598574308206417,0.004407165340942,-0.0243042368474134
-0.0055421941147536,0.0135187813949578,0.006318372208625,0.2729863846189364,0.0031068040953205,0.0590336550969579
-0.0166760070185919,0.0773994230237885,-0.0131033239886164,0.1378276012378139,-0.0006124042901026,0.0633232457951711
-0.0132878596131914,0.1099621177746987,-0.0092700393870472,0.1302224882184816,0.0037778901124452,0.0397152736265639
-0.0169147921381729,0.0954991026578902,-0.011742359958589,0.1396858203219315,0.0029801589154906,0.0574808444575941
-0.0146492328767794,0.1627242564272236,-0.0001893162261694,0.165326675222076,-0.0013339729394004,0.0009423110951067
-0.0032431325935918,0.0022832504966216,0.0006191565771587,0.2203770965472984,-0.0008076867703079,0.0971584755819622
0.0,0.0,0.0,0.2840381486040209,-0.0006328469201998,0.0554501819557851
-0.0153696303222993,0.1614981707898973,0.0009903095196932,0.1761572427718877,0.0040205103054974,-0.0211006869395843
0.0,0.0,0.0,0.065697000547266,0.2527726455534355,-0.083269800309601
-0.0842364509282486,-0.0294191653252776,-0.023697767406702,0.0616478274434194,0.2348082178555038,-0.088159786305629
-0.1296947733926499,0.0543800895042143,-0.0231841523200273,0.0621372470469196,0.2551770312432699,-0.046419805428575
0.0,0.0,0.0,0.0472947579250761,0.1808288812243097,0.0979463505435816
-0.1091562799272791,-0.0016961328837398,0.0446854420006275,0.0359230811131962,0.1534486513812049,-0.0694755990653498
